idCiudad,FK_idEstado,Nombre,Latitud,Longitud
1277,71,"Leon",21.117,-101.667
1278,2737,"Altai",44.917,95.417
1283,26,"Cuiab",-15.583,-56.083
1284,39,"Halifax",44.65,-63.6
1285,2731,"Olgii",49.033,92.033
1288,152,"Newark",40.734,-74.1852
1291,27,"Belo Horizonte",-19.917,-43.933
1292,40,"Regina",50.45,-104.617
1293,41,"St. John's",47.57,-52.73
1295,72,"Chetumal",18.5,-88.3
1298,42,"Fredericton",45.95,-66.633
1303,161,"Newport",41.4796,-71.3204
1306,28,"Vit",-20.317,-40.35
1307,29,"Rio de Janeiro",-22.9,-43.233
1308,30,"Florian",-27.583,-48.567
1311,4,"Sydney",-33.883,151.217
1312,5,"Adelaide",-34.933,138.6
1314,2151,"Pontianak",-0.033,109.333
1315,2154,"Samarinda",-0.5,117.15
1316,73,"Mexicali",32.667,-115.483
1317,155,"Raleigh",35.8003,-78.6412
1319,1217,"Bras",-15.783,-47.917
1320,43,"Vancouver",49.25,-123.133
1323,6,"Perth",-31.933,115.833
1324,32,"Porto Alegre",-30.033,-51.2
1327,7,"Darwin",-12.467,130.833
1328,33,"Campo Grande",-20.45,-54.617
1329,34,"Natal",-5.783,-35.217
1331,74,"La Paz",24.167,-110.3
1332,45,"Charlottetown",46.233,-63.133
1333,46,"Yellowknife",62.45,-114.35
1336,174,"Canberra",-35.283,149.217
1342,193,"Bulgan",47.317,101.1
1343,194,"Hovd",48.017,91.633
1344,2886,"Campeche",19.85,-90.533
1345,196,"Chihuahua",28.633,-106.083
1346,197,"Colima",19.233,-103.717
1347,198,"Durango",24.033,-104.667
1348,2889,"Estado De Mexico",18.017,-90.867
1350,201,"Oaxaca",32.333,-115.2
1353,204,"Tlaxcala",19.317,-98.233
1355,206,"Zacatecas",22.783,-102.583
1362,3546,"Chelyabinsk",55.167,61.4
1364,3548,"Chukchi",64.75,177.483
1367,3552,"Irkutsk",52.267,104.333
1368,3553,"Ivanovo",55.483,54.833
1371,3561,"Kemerovo",55.333,86.083
1384,3578,"Moscow",55.75,37.583
1386,3582,"Novgorod",42.65,130.803
1387,3583,"Novosibirsk",55.033,82.917
1388,3584,"Omsk",55,73.4
1390,3585,"Orenburg",51.783,55.05
1392,3588,"Perm'",58,56.25
1396,3596,"Saint Petersburg",59.894,30.264
1398,3597,"Saratov",53.117,54.867
1400,3599,"Smolensk",54.782,32.04
1402,3602,"Tambov",52.732,41.434
1410,3612,"Volgograd",48.805,44.586
1416,1322,"Kinsasa",1.977,14.776
3332,1192,"Moulmein",16.5,97.633
3333,1018,"Gyumri",40.7916,43.83
3334,1018,"Spitak",40.7955,44.27
3335,1017,"Vanadzor",40.8,44.49
3336,1022,"Yerevan",40.1833,44.5
3338,1051,"Bahia Blanca",-38.717,-62.283
3340,1055,"Cordoba",-31.4,-64.183
3341,1058,"Crespo",-32.033,-60.317
3342,1066,"General Roca",-39.05,-67.533
3343,1051,"La Plata",-34.931,-57.949
3344,1063,"Luj",-33.05,-68.867
3345,1065,"Neuquen",-38.95,-68.067
3346,1058,"Paran",-31.733,-60.533
3347,1051,"Pinamar",-37.117,-56.833
3348,1070,"Rio Cuarto",-33.133,-64.35
3349,1051,"San Clemente del Tuy",-36.367,-56.717
3350,1074,"San Miguel de Tucuman",-26.817,-65.217
3351,1071,"Santa Fe",-31.633,-60.7
3352,1083,"Abtenau",47.55,13.35
3353,1080,"Graz",47.067,15.45
3354,1081,"Kitzbuhel",47.45,12.383
3355,1077,"Lilienfeld",48.017,15.633
3356,1078,"Linz",48.3,14.3
3357,1079,"Salzburg",47.8,13.033
3358,1081,"Solden",46.967,11
3361,1075,"Stegersbach",47.167,16.167
3362,1078,"Steyr",48.05,14.417
3364,4,"Albury",-36.083,146.917
3365,5,"Beachport",-37.5,140.017
3366,4,"Bega",-36.667,149.833
3367,1,"Berwick",-38.033,145.35
3368,3,"Blue Mountain",-21.583,149.033
3369,4,"Bowral",-34.467,150.417
3370,3,"Cairns",-16.917,145.767
3371,2,"Campbell Town",-41.917,147.5
3372,1,"Chelsea",-38.05,145.117
3374,3,"Cooktown",-15.467,145.25
3375,4,"Cootamundra",-34.65,148.033
3376,3,"Croydon",-18.217,142.233
3377,4,"Dubbo",-32.25,148.617
3378,5,"Elizabeth",-34.733,138.65
3379,3,"Gold Coast",-28,153.433
3380,4,"Goulburn",-34.75,149.717
3381,4,"Grafton",-29.683,152.933
3383,4,"Inverell",-29.783,151.117
3384,4,"Kempsey",-31.083,152.833
3386,4,"Lithgow",-33.483,150.15
3387,3,"Mackay",-21.15,149.2
3388,4,"Maitland",-32.733,151.55
3389,3,"Manly",-27.467,153.183
3390,1,"Mildura",-34.2,142.15
3391,5,"Millicent",-37.6,140.35
3392,1,"Moe",-38.167,146.267
3393,4,"Mona Vale",-33.667,151.3
3394,4,"Newcastle",-32.917,151.75
3395,4,"Orange",-33.283,149.1
3396,1,"Shepparton",-36.383,145.4
3397,4,"Srtoud",-32.4,151.967
3399,4,"Tamworth",-31.1,150.933
3400,4,"Wagga Wagga",-35.117,147.367
3401,4,"Warringa",-33.8,151.283
3402,4,"Wauchope",-31.45,152.733
3403,4,"Wyong",-33.283,151.35
3404,4,"Young",-34.317,148.3
3405,904,"Baku",40.39,49.86
3406,5051,"Brussels",50.833,4.333
3407,1131,"Charleroi",50.417,4.433
3408,1137,"Diksmuide",51.033,2.867
3409,5306,"Dilbeek",50.85,4.267
3410,1131,"Frameries",50.4,3.9
3411,5305,"Genappe",50.6,4.45
3412,1133,"Hasselt",50.933,5.333
3413,1137,"Kortrijk",50.833,3.267
3415,1129,"Malines",51.033,4.467
3416,1129,"Mechelen",51.033,4.467
3417,1135,"Namur",50.467,4.867
3418,1137,"Pittem",51,3.267
3419,5352,"Bousse",13.1,-3.383
3420,4486,"Ouahigouya",13.583,-2.417
3421,4477,"Yako",12.967,-2.267
3422,1244,"Plovdiv",42.15,24.75
3423,1246,"Sofia",42.683,23.317
3424,1247,"Varna",43.217,27.917
3426,1172,"Cochabamba",-17.383,-66.15
3428,1175,"Oruro",-17.983,-67.15
3429,1178,"Santa Cruz",-21.75,-65.317
3430,24,"",-22.483,-46.65
3431,27,"Barbacena",-21.233,-43.767
3432,24,"Campinas",-22.9,-47.083
3433,14,"Fortaleza",-3.317,-41.417
3434,1220,"Garanhuns",-8.9,-36.483
3435,11,"Itapetinga",-15.25,-40.25
3436,24,"Jundia",-23.45,-50.283
3437,15,"Londrina",-23.3,-51.15
3438,27,"Nepomuceno",-21.233,-45.25
3440,24,"S",-22.467,-47.767
3441,1116,"Gaborone",-24.667,25.917
3442,1207,"Minsk",53.9,27.567
3443,1208,"Molodechno",54.317,26.85
3444,1206,"Minsk",53.9,27.567
3445,1165,"Belize",17.483,-88.183
3446,1166,"Belmopan",17.25,-88.767
3447,1170,"Punta Gorda",16.1,-88.8
3448,1168,"Orange Walk",18.067,-88.55
3449,38,"Brandon",49.833,-99.95
3450,37,"Brockville",44.583,-75.683
3451,37,"Brussels",43.73,-81.25
3452,37,"Burlington",43.317,-79.8
3453,37,"Collingwood",44.5,-80.217
3454,43,"Courtenay",49.683,-125
3455,43,"Cranbrook",49.517,-115.767
3456,43,"Dawson Creek",55.767,-120.233
3457,37,"Georgina",44.25,-79.32
3459,35,"Granby",45.383,-72.733
3460,37,"Hamilton",43.25,-79.833
3461,43,"Kamloops",50.667,-120.333
3462,37,"Kingston",44.233,-76.483
3463,35,"La Salle",45.417,-73.65
3464,37,"Leamington",42.05,-82.583
3468,37,"Markham",43.867,-79.267
3469,42,"Moncton",46.083,-64.767
3470,37,"Orillia",44.6,-79.417
3473,37,"Owen Sound",44.567,-80.85
3474,37,"Peterborough",44.3,-78.333
3476,43,"Prince Rupert",54.317,-130.333
3477,35,"Quebec",46.8,-71.25
3479,37,"Sarnia",42.967,-82.4
3480,37,"Scarborough",43.75,-79.2
3483,42,"Saint John",45.267,-66.067
3484,37,"Stratford",43.367,-80.983
3486,37,"Thunder Bay",48.4,-89.233
3487,43,"Vernon",50.267,-119.267
3488,37,"Waterloo",43.467,-80.533
3489,37,"Wawa",48,-84.783
3492,37,"Woodstock",43.133,-80.75
3493,4029,"Bern",46.917,7.467
3494,4033,"Chur",46.85,9.5
3496,4033,"Davos",46.8128,9.8358
3497,4027,"Liestal",47.467,7.733
3498,4044,"Locarno",46.167,8.8
3499,4029,"Saas Fee",46.1083,7.9266
3500,4033,"Saint Moritz",46.4933,9.8217
3501,4035,"Sursee",47.167,8.1
3502,4039,"Winterthur",47.5,8.75
3503,2283,"Abidjan",5.317,-4.033
3504,1370,"La Serena",-29.908,-71.254
3506,1367,"Pucon",-39.267,-71.967
3507,1373,"Punta Arenas",-53.15,-70.917
3508,1375,"Santiago",-33.45,-70.667
3509,1368,"Talca",-30,-71.017
3510,1372,"Valdivia",-39.8,-73.233
3511,1364,"Valparaiso",-33.048,-71.601
3513,1386,"Douala",4.05,9.7
3514,1389,"Limbe",4.017,9.2
3515,1387,"Mankon Bamenda",5.933,10.167
3516,1342,"Baoding",18.766,109.202
3517,1348,"Beihai",21.483,109.1
3518,1353,"Beijing",39.9,116.413
3519,1353,"Changchun",26.733,120.05
3520,1341,"Changhua City",34.833,112.433
3521,1347,"Changhua",34.833,112.433
3522,1343,"Changsha",28.2,112.967
3523,1336,"Changshu",31.644,120.738
3524,1355,"Changzhi",36.054,113.04
3525,1358,"Chengdu",30.667,104.067
3529,1363,"Chongqing",29.55,106.532
3532,1350,"Dalian",38.917,121.65
3533,1349,"Dandong",26.979,108.909
3534,1342,"Dongying",40.817,117.367
3537,1361,"Foshan",23.033,113.117
3538,1339,"Fuzhou",26.083,119.3
3539,1361,"Guangzhou",23.117,113.25
3540,1348,"Guilin",25.283,110.283
3543,1334,"Hangzhou",30.255,120.169
3544,1340,"Harbin",45.75,126.65
3545,1333,"Hefei",31.864,117.281
3549,586,"Hsin Tien",0,0
3550,586,"Hsin-Chu County",0,0
3551,1357,"Hsin-Chu",34.383,109.05
3552,586,"Hsintien City",0,0
3553,1343,"Hua-Lien City",0,0
3554,586,"Hua-Lien County",0,0
3555,586,"I-Lan County",0,0
3556,1337,"Jilin",23.583,107.433
3557,1356,"Jinan",36.667,117
3558,1358,"Kaifeng",31.767,105.35
3559,1361,"Kaiping",22.383,112.683
3560,4273,"Kaohsiung County",22.633,120.35
3561,4273,"Kaohsiung Municipality",22.633,120.35
3562,586,"Keelung City",0,0
3563,1349,"Kunming",25.042,102.717
3565,1350,"Liaoyang",41.233,123.1
3566,1348,"Liuzhou",29.85,118.179
3567,586,"Luchou Township",0,0
3568,1341,"Luoyang",34.683,112.467
3569,586,"Miao-Li County",0,0
3570,586,"Mucha District",0,0
3571,1336,"Nanjing",32.062,118.778
3572,586,"Nantou County",0,0
3573,586,"Neipu Hsiang",0,0
3574,1334,"Ningbo",29.875,121.542
3575,586,"Pei-Kang Township",0,0
3576,1356,"Qingdao",36.081,120.344
3577,1342,"Qinhuangdao",39.933,119.617
3578,1339,"Quanzhou",24.9,118.583
3579,1356,"Qufu",35.588,116.982
3580,1334,"Quzhou",28.967,118.867
3581,1354,"Shanghai",31.109,121.368
3582,1350,"Shenyang",41.8,123.45
3583,1361,"Shenzhen",22.533,114.133
3584,1342,"Shijiazhuang",30.624,121.094
3585,586,"Shin Lin District",0,0
3586,1334,"Shiyan",29.09,121.388
3587,1336,"Suzhou",31.311,120.618
3588,586,"Taichung City",0,0
3589,586,"Tai-Nan City",0,0
3592,586,"Tamsui Township",0,0
3594,1359,"TIANJIN",39.133,117.2
3595,586,"Wuchi Town",0,0
3596,1344,"WUHAN",30.583,114.267
3597,1336,"WUXI",28.283,110.167
3598,1339,"XIAMEN",24.45,118.083
3599,1336,"YANGZHOU",32.387,119.435
3600,1356,"YANTAI",37.533,121.4
3601,1350,"YINGKOU",40.667,122.283
3602,1343,"YUEYANG",29.383,113.1
3603,586,"Yungho City",0,0
3604,1344,"YUSHU",32.113,112.887
3605,1341,"ZHENGZHOU",34.765,113.651
3606,1349,"ZHENJIANG",26.664,108.529
3607,1334,"ZHOUSHAN",30.02,122.098
3608,1361,"ZHUHAI",22.283,113.567
3609,1356,"ZIBO",36.8,118.05
3610,1358,"ZIGONG",29.4,104.783
3611,1401,"Armenia",7.139,-73.376
3612,1401,"Barranquilla",10.983,-74.8
3614,1419,"Bucaramanga",7.13,-73.124
3615,1422,"Cali",3.447,-76.516
3617,1398,"Cartagena",9.686,-73.262
3619,1403,"Honda",1.85,-76.817
3620,1421,"Ibague",4.437,-75.226
3621,1430,"Manizales",5.083,-75.5
3622,1399,"Medellin",6.25,-75.583
3623,1403,"Popayan",8.673,-76.202
3624,1431,"Santa Marta",3.051,-76.564
3625,1411,"Sincelejo",10.951,-72.707
3626,1414,"Tunja",8.19,-73.254
3627,1433,"Cartago",9.867,-83.917
3628,1434,"Ciudad Quesada",10.333,-84.433
3629,1438,"Escazu",9.917,-84.133
3630,1435,"Heredia",10,-84.117
3631,1437,"Jaco",9.617,-84.633
3632,1434,"Liberia",10.633,-85.433
3634,1438,"San Jose",9.933,-84.083
3635,1438,"San Ramon",9.417,-83.733
3636,1433,"Turrialba",9.9,-83.683
3637,1481,"Mindelo",16.883,-25
3638,1476,"Praia",14.917,-23.517
3639,5122,"Brno",49.2,16.633
3640,5125,"Karlovy Vary",50.217,12.9
3641,5129,"Krnov",49.7,17.2
3642,5128,"Olomouc",49.583,17.25
3643,1746,"Prague",50.083,14.467
3644,5130,"Zamberk",50.1,16.467
3645,1918,"Aachen",50.767,6.1
3646,1913,"Ansbach",49.3,10.583
3647,1926,"Apolda",51.017,11.5
3648,1913,"Augsburg",48.367,10.883
3649,1913,"Bad Koenigshofen",50.3,10.483
3650,1917,"Bad Zwischenahn",53.183,8
3651,1927,"Berlin",52.517,13.4
3652,1920,"Bexbach",49.333,7.267
3653,1917,"Billerbeck",51.833,9.983
3654,1919,"Bingen Am Rhein",49.967,7.9
3655,1916,"Braunfels",50.517,8.4
3656,1917,"Braunschweig",52.267,10.533
3657,1920,"Budingen",49.45,6.55
3658,1913,"Coburg",50.25,10.967
3659,1918,"Cologne",50.933,6.95
3660,1912,"Crailsheim",49.15,10.083
3661,1924,"Cranzahl",50.517,13
3662,1913,"Dorfen",47.767,12.2
3663,1918,"Dortmund",51.517,7.45
3664,1924,"Dresden",51.05,13.75
3665,1912,"Eberbach",49.469,8.993
3666,1913,"Eichstatt",48.633,12.1
3667,1926,"Eisenach",50.983,10.317
3668,1918,"Emmerich",51.833,6.25
3669,1926,"Erfurt",50.983,11.033
3670,1912,"Esslingen",48.75,9.3
3671,1921,"Eutin",54.133,10.617
3672,1912,"Freiburg Im Breisgau",48,7.85
3673,1912,"Friedrichshafen",47.65,9.483
3674,1912,"Friolzheim",48.833,8.833
3675,1913,"Fussen",47.567,10.7
3676,1917,"Garbsen",52.417,9.6
3679,1912,"Gedern",51.417,7.35
3680,1926,"Gera",50.867,12.083
3682,1921,"Gluckstadt",53.783,9.417
3683,1926,"Gotha",51.417,12.6
3684,1912,"Gottelfingen",48.5,8.75
3685,1923,"Greifswald",54.1,13.383
3686,1919,"Grunstadt",49.563,8.164
3687,1913,"Gunzenhausen",49.1,10.75
3688,1915,"Hamburg",53.55,10
3689,1918,"Hamm",51.25,6.417
3690,1917,"Helmstedt",52.233,11
3691,1918,"Herford",52.133,8.683
3692,1913,"Hof",50.233,11.2
3695,1919,"Kaiserslautern",49.45,7.75
3696,1918,"Kleve",51.783,6.15
3697,1919,"Koblenz",50.35,7.6
3698,1927,"Koenigs Wusterhausen",49.15,10.533
3699,1918,"Krefeld",51.333,6.567
3700,1913,"Kubelstein Stadt Schesslitz",49.983,11.133
3701,1919,"Kusel",49.55,7.4
3702,1912,"Leinfelden-Echterdingen",48.7,9.15
3703,1924,"Leipzig",51.3,12.333
3704,1918,"Lengerich",52.183,7.867
3705,1912,"Leonberg",49.95,12.283
3706,1913,"Lichtenfels",50.15,11.067
3707,1919,"Linz Am Rhein",50.567,7.283
3708,1921,"Lubeck",53.867,10.7
3709,1918,"Ludinghausen",51.767,7.467
3710,1919,"Ludwigshafen Am Rhein",49.478,8.447
3711,1925,"Lutherstadt Wittenberg",51.867,12.65
3712,1919,"Mainz",49.998,8.273
3713,1912,"Malsch",48.883,8.333
3714,1912,"Mannheim",49.488,8.465
3715,1912,"Marbach Am Neckar",48.933,9.25
3717,1918,"Marl",51.65,7.083
3718,1916,"Melsungen",51.133,9.55
3719,1913,"Memmingen",47.983,10.167
3720,1912,"Me",48.1799,8.9592
3721,1919,"Morzheim",49.168,8.076
3722,1913,"Munich",48.15,11.583
3723,1918,"Munster",51.967,7.633
3725,1913,"Neu Ulm",48.4,10.017
3727,1913,"Neustadt An Der Waldnaab",49.733,12.167
3728,1917,"Nienburg",52.633,9.217
3729,1912,"Ofterdingen",48.417,9.033
3730,1917,"Osnabruck",52.267,8.05
3731,1918,"Paderborn",51.717,8.767
3732,1913,"Passau",48.583,13.483
3733,1912,"Pfaffenweiler",47.783,9.867
3734,1921,"Pinneberg",53.65,9.8
3735,1918,"Porta Westfalica",52.217,8.933
3736,1922,"Potsdam",52.4,13.067
3737,1912,"Rastatt",48.85,8.2
3738,1918,"Ratingen",51.3,6.85
3739,1913,"Regensburg",49.017,12.1
3740,1922,"Rheinsberg",53.1,12.883
3741,1914,"Rodental",50.283,11.067
3742,1920,"Saarbrucken",49.233,7
3743,1919,"Schaumburg",50.333,7.983
3744,1919,"Schifferstadt",49.387,8.375
3745,1917,"Schledehausen",52.283,8.25
3746,1912,"Schwabisch Gmund",48.8,9.783
3747,1923,"Schwerin",53.633,11.383
3748,1912,"Schwieberdingen",48.883,9.067
3749,1917,"Seevetal",53.4,9.967
3750,1917,"Soltau",52.983,9.833
3752,1917,"Stade",53.6,9.483
3753,1912,"Stuttgart",48.767,9.183
3754,1912,"Sulzfeld",49.105,8.856
3755,1913,"Tirschenreuth",49.883,12.35
3756,1919,"Trier",49.75,6.633
3757,1912,"Trossingen",48.067,8.65
3758,1912,"Tubingen",48.533,9.05
3759,1912,"Ulm",48.733,8.017
3761,1912,"Walldorf",49.306,8.645
3762,1913,"WASSERBURG",48.433,10.267
3763,1926,"Weimar",51.367,9.4
3764,1918,"Wesel",51.667,6.617
3765,1912,"Wiernsheim",48.883,8.85
3766,1912,"Wiesloch",49.298,8.701
3767,1917,"Wilhelmshaven",53.517,8.133
3768,1912,"Winterlingen",48.183,9.117
3769,1917,"Wittmund",53.567,7.783
3770,1912,"Wolfach",48.3,8.217
3771,1917,"Wolfenbuttel",52.167,10.55
3772,1919,"Worms",49.636,8.36
3773,1913,"WURZBURG",49.797,9.949
3774,1924,"Zittau",50.9,14.833
3775,1919,"Zweibrucken",49.25,7.367
3776,1494,"Aalborg",57.05,9.933
3777,1489,"Ebeltoft",56.2,10.683
3778,1498,"Haderslev",55.25,9.5
3780,1492,"Odense",55.4,10.383
3781,1498,"Rodding",55.367,9.067
3782,1495,"Varde",55.633,8.483
3783,1529,"La Romana",19.067,-70.35
3784,1540,"Santiago",19.45,-70.7
3786,875,"Mascara",35.394,0.14
3787,1550,"Cuenca",-2.883,-78.983
3788,1551,"Guaranda",-1.6,-79
3789,1558,"Guayaquil",-2.167,-79.9
3790,1559,"Ibarra",0.35,-78.117
3791,1555,"Latacunga",-0.933,-78.617
3792,1565,"Quito",-0.217,-78.5
3793,1554,"Riobamba",-1.667,-78.633
3794,1565,"Santo Domingo De Los Colorados",-0.25,-79.15
3795,1636,"Parnu",58.375,24.514
3796,1640,"Tartu",58.366,26.736
3797,1593,"Alexandria",31.2,29.9
3798,1580,"Cairo",30.05,31.25
3799,1577,"Giza",30.003,31.176
3800,1580,"Heliopolis",30.1,31.333
3801,1592,"Luxor",25.683,32.65
3803,3910,"Aledo",37.8,-1.567
3804,3913,"Aviles",43.557,-5.925
3805,3935,"Balaguer",41.783,0.817
3806,3936,"Barcarrota",38.517,-6.85
3807,3935,"Barcelona",41.383,2.183
3808,3938,"Bilbao",43.25,-2.967
3810,3930,"Cadiz",36.534,-6.299
3811,3886,"Ciudadela",40.033,3.833
3812,3930,"El Puerto De Santa Maria",36.6,-6.233
3814,3913,"Gijon",43.541,-5.664
3815,3930,"Granada",37.183,-3.6
3816,3930,"Huelva",37.258,-6.951
3817,3932,"Las Palmas de Gran Canaria",28.1,-15.417
3818,3908,"Madrid",40.4,-3.683
3819,3930,"Malaga",36.717,-4.417
3820,3910,"Murcia",37.983,-1.117
3821,3913,"Oviedo",43.367,-5.833
3822,3886,"Palma de Mallorca",39.567,2.65
3823,3886,"Petra",39.617,3.1
3826,3930,"Santa Fe",36.967,-2.533
3828,3930,"Sevilla ",37.377,-5.987
3829,3933,"Toledo",39.867,-4.017
3830,3908,"Tres Cantos",40.6077,-3.7067
3831,3910,"Yecla",38.617,-1.117
3832,1691,"Axum",14.133,38.717
3833,5023,"Alajarvi",63,23.817
3834,4879,"Heinola",61.217,26.033
3835,5023,"Jakobstad",63.667,22.7
3836,1779,"Jarvenpaa",65.633,27.417
3837,5023,"Kokkola",63.833,23.117
3838,5022,"Kuopio",62.9,27.683
3839,4879,"Lappeenranta",61.067,28.183
3840,5023,"Lapua",62.95,23
3841,4879,"Porvoo",60.4,25.667
3842,1777,"Rovaniemi",66.5,25.717
3843,1779,"Salo",65.2,29.283
3844,5023,"Seinajoki",62.8,22.833
3845,4879,"Tampere",61.5,23.75
3846,1784,"Nailuva",-17.6,178.117
3847,1813,"Albertville",45.683,6.383
3848,1807,"Albi",43.933,2.15
3849,1811,"Angouleme",45.65,0.15
3850,1812,"Antibes",43.583,7.117
3851,1793,"Arcachon",44.65,-1.167
3852,1804,"Arles",42.45,2.633
3853,1798,"Aubigny-sur-Nere",47.4892,2.4397
3854,1812,"Avignon",43.95,4.817
3855,1808,"Bar-sur-Loup",43.7022,6.9919
3856,1793,"Bayonne",43.483,-1.483
3857,1801,"Belfort",42.833,2.05
3858,1793,"Biarritz",43.483,-1.567
3859,1794,"Billom",45.717,3.35
3860,1793,"Bordeaux",44.833,-0.567
3861,1803,"Boulogne-Billancourt",48.833,2.25
3862,1797,"Brest",48.4,-4.483
3863,1796,"Bruyeres",47.8,3.467
3864,1795,"Caen",49.183,-0.35
3865,1808,"Calais",44.983,0.967
3866,1808,"Cambrai",50.167,3.233
3867,1812,"Cannes",43.55,7.017
3868,1812,"Cavaliere Sur Mer",43.1733,6.5325
3869,1803,"Cergy-Pontoise",49,2.033
3870,1796,"Chambolle-Musigny",47.1847,4.9495
3871,1808,"Chamonix",45.917,6.867
3872,1794,"Chavaniac",45.15,3.583
3873,1794,"Clermont-Ferrand",45.783,3.083
3874,1809,"Coex",46.683,-1.767
3875,1805,"Cognac",45.833,1
3876,1814,"Colmar",48.083,7.367
3877,1810,"Compiegne",49.417,2.833
3878,1813,"Courchevel",45.417,6.65
3879,1795,"Deauville",49.367,0.067
3880,1796,"Dijon",47.317,5.017
3881,1808,"Douai",50.367,3.067
3883,1814,"Eguisheim",48.05,7.3
3884,1796,"Entrains-Sur-Nohain",47.45,3.25
3885,1808,"Fourmies",50,4.05
3886,1812,"Frejus",44.933,6.533
3887,1814,"Geispolsheim",48.515,7.6492
3888,1813,"Grenoble",45.167,5.717
3889,1814,"Henin-Beaumont",50.417,2.933
3890,1812,"La Garde-Freinet",43.3181,6.4703
3891,1811,"La Rochelle",48.767,-1.433
3892,1793,"La Teste",44.633,-1.15
3893,1794,"La Vergne",45.05,2.383
3894,1813,"La Verpilliere",45.633,5.15
3895,1794,"Langeac",45.1,3.483
3896,1812,"Le Cannet",43.4,6.35
3897,1802,"Le Havre",49.5,0.133
3898,1810,"Le Toquet",50.1,1.8
3899,1803,"Le Vesinet",48.9,2.117
3900,1803,"Le Bourget",48.9344,2.4253
3901,1805,"Limoges",45.85,1.25
3902,1796,"Longvic",47.283,5.067
3903,1798,"Luray",48.717,1.4
3905,1796,"Macon",46.3,4.833
3906,1808,"Marcq-En-Baroeul",50.667,3.083
3907,1806,"Metz",49.133,6.167
3908,1793,"Mimizan",44.2,-1.233
3909,1801,"Montbeliard",47.517,6.8
3910,1812,"Montelimar",44.567,4.75
3911,1803,"Montgeron",48.7,2.45
3912,1804,"Montpellier",43.6,3.883
3913,1806,"Nancy",48.683,6.2
3914,1809,"Nantes",47.217,-1.55
3915,1803,"Neuilly-Plaisance",48.867,2.517
3916,1812,"Nice",43.7,7.25
3918,1812,"Orange",44.133,4.8
3919,1798,"Orleans",47.917,1.9
3920,1793,"Pau",43.3,-0.367
3921,1795,"Peronne",50.567,3.167
3922,1804,"Perpignan",42.683,2.883
3923,1797,"Pontivy",48.067,-2.983
3924,1797,"Rennes",48.083,-1.683
3925,1806,"Rombas",49.25,6.083
